dataset_type,n,d,k,i,steps_vanilla,steps_speculation,steps_pp,subsample_size,seed,inertia_vanilla,inertia_pp,inertia_speculation,inertia_optimal
G2,2048,32,5,61,4,4,5,0.01,0,308440.05618895305,308236.4880020907,308440.05618895305,307101.726965445
G2,2048,32,6,61,4,4,5,0.01,0,306099.7194354733,305455.8291430451,306099.7194354733,303977.80340734264
G2,2048,32,7,61,5,5,5,0.01,0,303694.8932317239,303105.1425173983,303694.8932317239,301562.5989104046
G2,2048,32,8,61,5,5,6,0.01,0,300876.6674843407,300474.0068433591,300876.6674843407,299297.936388369
G2,2048,32,9,61,5,5,6,0.01,0,298635.94816295686,298558.111804059,298635.94816295686,297098.83793887775
G2,2048,32,10,61,5,5,6,0.01,0,297235.22082693933,296508.3130066447,297235.22082693933,294841.6932061071
G2,2048,32,3,62,1,1,1,0.01,0,12645.188603517912,12647.857296117338,12645.188603517912,12612.836109362013
G2,2048,32,4,62,2,2,2,0.01,0,12484.442097467207,12525.110355417335,12484.442097467207,12438.332957733655
G2,2048,32,5,62,3,3,3,0.01,0,12358.73439978971,12361.497626046472,12358.73439978971,12309.718473166526
G2,2048,32,6,62,3,3,4,0.01,0,12276.84039572794,12232.531119592173,12276.84039572794,12188.533906676577
G2,2048,32,7,62,3,3,4,0.01,0,12202.508196790233,12144.638282811165,12202.508196790233,12086.56208963091
G2,2048,32,8,62,4,4,4,0.01,0,12082.533081800233,12052.720691709792,12082.533081800233,11993.231155827394
G2,2048,32,9,62,5,5,5,0.01,0,11973.30636737374,11984.016995438304,11973.30636737374,11900.559387658868
G2,2048,32,10,62,5,5,5,0.01,0,11903.037368135294,11915.233323204644,11903.037368135294,11830.518160960453
G2,2048,32,3,63,1,1,1,0.01,0,28246.52261133787,28241.57530859929,28246.52261133787,28170.911876783925
G2,2048,32,4,63,3,3,2,0.01,0,27897.376753025696,27981.653627174463,27897.376753025696,27786.69284673308
G2,2048,32,5,63,4,4,4,0.01,0,27627.526982597905,27597.234674268453,27627.526982597905,27492.033431109063
G2,2048,32,6,63,4,4,5,0.01,0,27436.40006694584,27348.670047035732,27436.40006694584,27229.969574257128
G2,2048,32,7,63,5,5,5,0.01,0,27251.361922471493,27150.214580492582,27251.361922471493,27013.40249515894
G2,2048,32,8,63,5,5,4,0.01,0,27009.1073858452,26935.333480067064,27009.1073858452,26793.80880842641
G2,2048,32,9,63,7,7,5,0.01,0,26776.689027241908,26707.428525015013,26776.689027241908,26618.94758110668
G2,2048,32,10,63,6,6,5,0.01,0,26622.70599077364,26567.4347106501,26622.70599077364,26428.11820253761
G2,2048,32,3,64,1,1,1,0.01,0,50310.995862636184,50362.06988571135,50310.995862636184,50183.07396312429
G2,2048,32,4,64,3,3,2,0.01,0,49679.306039944204,49864.7144967628,49679.306039944204,49457.248722473494
G2,2048,32,5,64,3,3,2,0.01,0,49271.126007734965,49497.524097335874,49271.126007734965,48989.05324274412
G2,2048,32,6,64,3,3,3,0.01,0,48914.349177641314,49127.24772046128,48914.349177641314,48490.63347154887
G2,2048,32,7,64,3,3,5,0.01,0,48636.19732850044,48426.99603094539,48636.19732850044,48081.737619601394
G2,2048,32,8,64,5,5,5,0.01,0,48091.62792256886,48019.49752022303,48091.62792256886,47701.074390822236
G2,2048,32,9,64,5,5,5,0.01,0,47679.36846606056,47691.58205452394,47679.36846606056,47405.61666353673
G2,2048,32,10,64,5,5,5,0.01,0,47381.37193734607,47435.67138362518,47381.37193734607,47092.88370325268
G2,2048,32,3,65,2,2,1,0.01,0,79307.86939780216,79291.20630326396,79307.86939780216,79036.84733489629
G2,2048,32,4,65,3,3,3,0.01,0,78201.5138704997,78199.09990927305,78201.5138704997,77937.68803733587
G2,2048,32,5,65,4,4,4,0.01,0,77432.11863456375,77438.61473912954,77432.11863456375,77164.58706055862
G2,2048,32,6,65,3,3,4,0.01,0,76935.44844703484,76923.69639390492,76935.44844703484,76375.58662941471
G2,2048,32,7,65,4,4,5,0.01,0,76410.74140761115,76324.09284828893,76410.74140761115,75797.95981391762
G2,2048,32,8,65,5,5,5,0.01,0,75649.35579463407,76057.85627130947,75649.35579463407,75118.40903912134
G2,2048,32,9,65,5,5,5,0.01,0,75119.72289782729,75378.70752282265,75119.72289782729,74614.07578904278
G2,2048,32,10,65,5,5,6,0.01,0,74626.10068888808,74737.78913504427,74626.10068888808,74194.20645532283
G2,2048,32,3,66,2,2,2,0.01,0,113756.82180222473,113701.83860874028,113756.82180222473,113516.46548999067
G2,2048,32,4,66,3,3,2,0.01,0,112308.76677281914,112617.07753025665,112308.76677281914,111943.3372855973
G2,2048,32,5,66,4,4,4,0.01,0,111280.25105500055,111096.91313999437,111280.25105500055,110798.88159219974
G2,2048,32,6,66,4,4,4,0.01,0,110501.78714300538,110083.74855824321,110501.78714300538,109663.40154318075
G2,2048,32,7,66,4,4,5,0.01,0,109737.27859341548,109198.17871501381,109737.27859341548,108774.30960508532
G2,2048,32,8,66,5,5,6,0.01,0,108644.37911111466,108484.99388320702,108644.37911111466,107951.37445873776
G2,2048,32,9,66,5,5,6,0.01,0,107825.83293675502,107805.77070583496,107825.83293675502,107188.1457399865
G2,2048,32,10,66,5,5,5,0.01,0,107102.16934912646,107280.99474592303,107102.16934912646,106401.98639959781
G2,2048,32,3,67,4,4,2,0.01,0,154748.1857742462,154588.0974719462,154748.1857742462,154312.74959196028
G2,2048,32,4,67,3,3,2,0.01,0,152853.52109287487,153172.99085195357,152853.52109287487,152197.5382328661
G2,2048,32,5,67,4,4,3,0.01,0,151274.18146096688,151210.90990380975,151274.18146096688,150624.39219142782
G2,2048,32,6,67,5,5,4,0.01,0,150084.75725612778,149766.86826937099,150084.75725612778,149174.7576397112
G2,2048,32,7,67,6,6,4,0.01,0,149032.25602256737,148596.6336701187,149032.25602256737,147885.40654758504
G2,2048,32,8,67,5,5,5,0.01,0,147735.5114163019,147757.38145080645,147735.5114163019,146718.4445235571
G2,2048,32,9,67,7,7,6,0.01,0,146545.53602260636,146516.73593028053,146545.53602260636,145683.53889375235
G2,2048,32,10,67,7,7,6,0.01,0,145471.17786971218,145450.73768768663,145471.17786971218,144686.1177270804
G2,2048,32,3,68,1,1,2,0.01,0,201989.89038865175,201663.0541760781,201989.89038865175,201144.2227565731
G2,2048,32,4,68,3,3,2,0.01,0,199198.28943010475,199883.1928663647,199198.28943010475,198366.5002492224
G2,2048,32,5,68,4,4,3,0.01,0,197245.9481468175,197304.98252309824,197245.9481468175,196410.14396024635
G2,2048,32,6,68,5,5,4,0.01,0,195573.48177786858,195622.00205478087,195573.48177786858,194444.46714486094
G2,2048,32,7,68,5,5,5,0.01,0,194280.3678266622,193678.0571318434,194280.3678266622,192737.3259515151
G2,2048,32,8,68,6,6,4,0.01,0,192227.78745087358,192786.97579746717,192227.78745087358,191282.92986612543
G2,2048,32,9,68,6,6,6,0.01,0,190997.7487174933,191102.15953800778,190997.7487174933,189960.97945062353
G2,2048,32,10,68,6,6,5,0.01,0,189712.07826077435,190016.08527300291,189712.07826077435,188733.34097879715
G2,2048,32,3,69,2,2,2,0.01,0,254675.38837580266,254499.1353527784,254675.38837580266,254097.4590077197
G2,2048,32,4,69,2,2,2,0.01,0,251684.94800016802,252293.3022875439,251684.94800016802,250663.0663813785
G2,2048,32,5,69,4,4,3,0.01,0,249085.15075523622,249102.03015310626,249085.15075523622,248006.66776171408
G2,2048,32,6,69,4,4,4,0.01,0,247109.2426588423,247293.23127905725,247109.2426588423,245495.54487211606
G2,2048,32,7,69,4,4,5,0.01,0,245508.0548787841,244828.92507242173,245508.0548787841,243461.40156781743
G2,2048,32,8,69,4,4,5,0.01,0,243404.44853200152,243077.8570946754,243404.44853200152,241575.68403079567
G2,2048,32,9,69,4,4,8,0.01,0,241574.20559808385,240696.3854160873,241574.20559808385,239812.99627679447
G2,2048,32,10,69,5,5,6,0.01,0,239805.0868796453,239682.12607889713,239805.0868796453,238263.46788020065
G2,2048,4,3,70,5,5,1,0.01,0,361.1724446576731,366.1652677654769,361.1724446576731,360.77807993144756
G2,2048,4,4,70,6,6,7,0.01,0,327.22696693719087,340.3074393066452,327.22696693719087,326.27114312375215
G2,2048,4,5,70,6,6,7,0.01,0,306.23308718039107,309.33898202214743,306.23308718039107,303.0777031306619
G2,2048,4,6,70,6,6,4,0.01,0,288.63426696488807,297.0578687991614,288.63426696488807,280.0594634355779
G2,2048,4,7,70,7,7,19,0.01,0,275.8854593956069,266.56501442717325,275.8854593956069,262.7716963404008
G2,2048,4,8,70,8,8,8,0.01,0,252.95832482400266,253.592374042108,252.95832482400266,246.4416577290669
G2,2048,4,9,70,8,8,9,0.01,0,234.7915345110334,237.06303413466904,234.7915345110334,232.63994336100245
G2,2048,4,10,70,9,9,12,0.01,0,221.0475984981919,222.7746809584795,221.0475984981919,220.83363574410527
G2,2048,4,3,71,7,7,4,0.01,0,32570.907167217487,32473.867994816683,32570.907167217487,32241.1086853605
G2,2048,4,4,71,7,7,8,0.01,0,29424.93251487913,29171.610597875257,29424.93251487913,29078.309128004876
G2,2048,4,5,71,10,10,6,0.01,0,26812.31116789495,27024.365631445915,26812.31116789495,26428.74377168761
G2,2048,4,6,71,9,9,10,0.01,0,24542.564617290143,24703.42695755489,24542.564617290143,24204.413769599883
G2,2048,4,7,71,7,7,6,0.01,0,23008.937569704238,23009.06752193955,23008.937569704238,22520.23698961689
G2,2048,4,8,71,12,12,7,0.01,0,21431.31302445529,21734.754001924768,21431.31302445529,21132.75414437337
G2,2048,4,9,71,7,7,10,0.01,0,20429.748987593917,20285.92549742671,20429.748987593917,19967.24380556557
G2,2048,4,10,71,10,10,6,0.01,0,19621.375228099474,19445.28784722667,19621.375228099474,19083.41812430887
G2,2048,4,3,72,5,5,1,0.01,0,1415.9394655171416,1432.2556592995002,1415.9394655171416,1412.3118080320605
G2,2048,4,4,72,5,5,1,0.01,0,1281.9721151300705,1315.6849984553844,1281.9721151300705,1277.8831096752529
G2,2048,4,5,72,5,5,16,0.01,0,1202.3705257333677,1190.6162266322883,1202.3705257333677,1187.2921721527323
G2,2048,4,6,72,6,6,19,0.01,0,1144.1005791327798,1121.4963561812879,1144.1005791327798,1099.0300073572084
G2,2048,4,7,72,6,6,7,0.01,0,1087.61555118558,1086.9521855122125,1087.61555118558,1029.693296135684
G2,2048,4,8,72,7,7,9,0.01,0,998.9583228799796,980.7527918629555,998.9583228799796,963.8998561519248
G2,2048,4,9,72,12,12,10,0.01,0,929.2014720868251,926.9885156837229,929.2014720868251,913.6702215843396
G2,2048,4,10,72,7,7,9,0.01,0,880.7109607180842,888.2960583884242,880.7109607180842,865.2063204866142
G2,2048,4,3,73,3,3,6,0.01,0,3335.058410344158,3338.4259453872755,3335.058410344158,3326.61860614622
G2,2048,4,4,73,5,5,5,0.01,0,3027.6543189627864,3115.6843781259495,3027.6543189627864,3010.069978626064
G2,2048,4,5,73,8,8,8,0.01,0,2830.1938052235223,2806.00606166506,2830.1938052235223,2788.2346078425026
G2,2048,4,6,73,10,10,5,0.01,0,2655.0241087006043,2597.046109661339,2655.0241087006043,2574.9461556331908
G2,2048,4,7,73,8,8,7,0.01,0,2552.1220057699525,2427.3362492977562,2552.1220057699525,2409.639263221966
G2,2048,4,8,73,9,9,15,0.01,0,2322.111102514515,2269.652706973833,2322.111102514515,2248.656361728153
G2,2048,4,9,73,9,9,15,0.01,0,2189.0092259353332,2158.203015559767,2189.0092259353332,2123.3351556974776
G2,2048,4,10,73,8,8,16,0.01,0,2053.3500916654098,2067.0313407926515,2053.3500916654098,2003.2088465288584
G2,2048,4,3,74,2,2,5,0.01,0,5891.943928218457,5889.268893328293,5891.943928218457,5824.348283853633
G2,2048,4,4,74,5,5,5,0.01,0,5343.887228935722,5338.788113562694,5343.887228935722,5284.884178796966
G2,2048,4,5,74,5,5,8,0.01,0,4913.004976601176,4943.490587912504,4913.004976601176,4901.257892626968
G2,2048,4,6,74,5,5,13,0.01,0,4664.989733643696,4549.660421198691,4664.989733643696,4525.007892045884
G2,2048,4,7,74,13,13,8,0.01,0,4303.99902739949,4290.923030621965,4303.99902739949,4238.825976465715
G2,2048,4,8,74,9,9,5,0.01,0,4122.712815779967,4141.000767302157,4122.712815779967,3963.8616321737913
G2,2048,4,9,74,7,7,8,0.01,0,3877.496476265359,3829.483351455149,3877.496476265359,3750.000602520552
G2,2048,4,10,74,9,9,11,0.01,0,3726.935594571961,3628.3294542709496,3726.935594571961,3541.975471162818
G2,2048,4,3,75,3,3,2,0.01,0,8927.100504760843,8860.625733046003,8927.100504760843,8832.842841168778
G2,2048,4,4,75,7,7,4,0.01,0,8109.863776463264,8332.474601769361,8109.863776463264,8009.834974294474
G2,2048,4,5,75,7,7,4,0.01,0,7555.796238403667,7573.776961531905,7555.796238403667,7407.72079295993
G2,2048,4,6,75,8,8,8,0.01,0,7032.201744707938,6962.527877082715,7032.201744707938,6869.548564102063
G2,2048,4,7,75,13,13,8,0.01,0,6578.7627044016745,6543.193880317073,6578.7627044016745,6400.420959252226
G2,2048,4,8,75,8,8,9,0.01,0,6173.7644015993155,6141.054892776335,6173.7644015993155,6007.571900585639
G2,2048,4,9,75,6,6,7,0.01,0,5847.077821162651,5824.527997374433,5847.077821162651,5682.6675254519905
G2,2048,4,10,75,12,12,19,0.01,0,5490.787321986711,5549.689237995161,5490.787321986711,5372.6714814697225
G2,2048,4,3,76,5,3,7,0.01,0,12635.865799560532,12561.92609680145,12694.262011004403,12508.55489802154
G2,2048,4,4,76,10,10,8,0.01,0,11451.102655625338,11537.209212679136,11451.102655625338,11382.282800104422
G2,2048,4,5,76,14,14,6,0.01,0,10585.186964387314,10628.974372171964,10585.186964387314,10470.941327619894
G2,2048,4,6,76,7,7,8,0.01,0,9846.770001005902,9858.102862834621,9846.770001005902,9679.386241026747
G2,2048,4,7,76,9,9,10,0.01,0,9478.424526366845,9141.046018999048,9478.424526366845,9019.326192053179
G2,2048,4,8,76,18,18,14,0.01,0,8549.74533120688,8567.115262588273,8549.74533120688,8459.795363030793
G2,2048,4,9,76,18,18,13,0.01,0,8015.76161785085,8182.211728892196,8015.76161785085,7938.249476032837
G2,2048,4,10,76,12,12,7,0.01,0,7699.11288565356,7827.646717631468,7699.11288565356,7567.0457375655715
G2,2048,4,3,77,3,3,5,0.01,0,16753.12067547765,16870.322785433713,16753.12067547765,16649.979896140714
G2,2048,4,4,77,5,5,18,0.01,0,15153.361737322335,15281.448477437769,15153.361737322335,15067.186677521031
G2,2048,4,5,77,6,6,8,0.01,0,14074.71714100967,14079.836411705142,14074.71714100967,13822.176652587697
G2,2048,4,6,77,8,8,13,0.01,0,12962.594816911533,12841.568068602135,12962.594816911533,12789.339207921748
G2,2048,4,7,77,15,15,11,0.01,0,12142.399797852471,12113.514160575818,12142.399797852471,11856.976572850384
G2,2048,4,8,77,12,12,9,0.01,0,11347.707667070172,11331.523232978247,11347.707667070172,11086.623304748175
G2,2048,4,9,77,15,15,8,0.01,0,10634.521534302881,10753.741554915574,10634.521534302881,10522.048735152779
G2,2048,4,10,77,13,13,14,0.01,0,10189.754955619188,10203.096960956178,10189.754955619188,10046.59633123535
G2,2048,4,3,78,2,2,4,0.01,0,21723.475752767383,21771.42642212444,21723.475752767383,21503.246560148837
G2,2048,4,4,78,4,4,5,0.01,0,19750.102004496253,19562.11864176181,19750.102004496253,19333.61225151801
G2,2048,4,5,78,5,5,7,0.01,0,18231.01064060612,17941.77201271347,18231.01064060612,17802.097664718644
G2,2048,4,6,78,13,13,15,0.01,0,16575.86446194686,16581.794127736,16575.86446194686,16381.252331644106
G2,2048,4,7,78,9,9,6,0.01,0,15586.343884110545,15622.153404245651,15586.343884110545,15250.472777085162
G2,2048,4,8,78,13,13,16,0.01,0,14706.496975984643,14628.95299386757,14706.496975984643,14351.638752936782
G2,2048,4,9,78,15,15,11,0.01,0,13763.353856675132,13919.57812911698,13763.353856675132,13507.499985081324
G2,2048,4,10,78,11,11,14,0.01,0,13134.741209603504,13011.20652062181,13134.741209603504,12876.433852823242
G2,2048,4,3,79,3,3,3,0.01,0,27193.639887955112,27091.466530850772,27193.639887955112,26749.625651491173
G2,2048,4,4,79,4,4,9,0.01,0,24543.73258761746,24408.01779478636,24543.73258761746,23953.118421909534
G2,2048,4,5,79,4,4,10,0.01,0,22269.632446353502,22396.20925356966,22269.632446353502,21801.150960151426
G2,2048,4,6,79,11,11,12,0.01,0,20237.361621980403,20618.347256988847,20237.361621980403,20129.50334180932
G2,2048,4,7,79,5,5,10,0.01,0,19087.81646556835,19248.01606914244,19087.81646556835,18691.759384479734
G2,2048,4,8,79,6,6,11,0.01,0,17951.33575811247,17818.156664734437,17951.33575811247,17606.104696799033
G2,2048,4,9,79,6,6,7,0.01,0,16933.787514659318,16964.73358965116,16933.787514659318,16732.94245602324
G2,2048,4,10,79,13,13,7,0.01,0,15988.801104444876,16132.464088926485,15988.801104444876,15837.417639960568
G2,2048,512,3,80,1,1,1,0.01,0,51146.9503315171,51139.95157035134,51146.9503315171,51099.822551384976
G2,2048,512,4,80,1,1,1,0.01,0,51084.89393997706,51062.563609696546,51084.89393997706,51008.741126430796
G2,2048,512,5,80,1,1,1,0.01,0,51025.63135056965,51007.41482144104,51025.63135056965,50941.782547956784
G2,2048,512,6,80,1,1,1,0.01,0,50971.17658945741,50957.46796751788,50971.17658945741,50874.59416783878
G2,2048,512,7,80,1,1,1,0.01,0,50933.05779991746,50906.8558821734,50933.05779991746,50819.64936772792
G2,2048,512,8,80,1,1,2,0.01,0,50897.83010664292,50802.74712928777,50897.83010664292,50762.241343634065
G2,2048,512,9,80,1,1,2,0.01,0,50840.55032610377,50761.997050656886,50840.55032610377,50713.419214121495
G2,2048,512,10,80,1,1,2,0.01,0,50786.2910788985,50717.481360309466,50786.2910788985,50662.66207529381
G2,2048,512,3,81,1,1,1,0.01,0,5107341.526051059,5108095.120760556,5107341.526051059,5105438.381964687
G2,2048,512,4,81,1,1,1,0.01,0,5099666.526598634,5103677.551734901,5099666.526598634,5096358.147575475
G2,2048,512,5,81,1,1,1,0.01,0,5096635.763022368,5096075.02597829,5096635.763022368,5089059.486948524
G2,2048,512,6,81,1,1,1,0.01,0,5092209.582023861,5090703.441959612,5092209.582023861,5083067.427565748
G2,2048,512,7,81,1,1,1,0.01,0,5089107.4963654,5084819.665595914,5089107.4963654,5077229.338075283
G2,2048,512,8,81,1,1,1,0.01,0,5083337.01299604,5079750.080212327,5083337.01299604,5071660.895451091
G2,2048,512,9,81,1,1,1,0.01,0,5078076.777256925,5075673.3967750855,5078076.777256925,5066381.645747237
G2,2048,512,10,81,2,2,1,0.01,0,5071147.966637041,5071788.593431088,5071147.966637041,5062238.034434402
G2,2048,512,3,82,1,1,1,0.01,0,204808.3548592209,204774.629420823,204808.3548592209,204704.82278224488
G2,2048,512,4,82,1,1,1,0.01,0,204526.24485934188,204467.56284217333,204526.24485934188,204334.97034577193
G2,2048,512,5,82,1,1,1,0.01,0,204331.50249243315,204232.06081226037,204331.50249243315,204053.1553290793
G2,2048,512,6,82,1,1,1,0.01,0,204156.0805341167,203997.7093285279,204156.0805341167,203792.63637719426
G2,2048,512,7,82,1,1,1,0.01,0,203987.3524133811,203799.75192908215,203987.3524133811,203562.36568615085
G2,2048,512,8,82,1,1,1,0.01,0,203740.6164591155,203602.11831400116,203740.6164591155,203352.74799451913
G2,2048,512,9,82,2,2,2,0.01,0,203446.28235068574,203322.24909038472,203446.28235068574,203158.29635688133
G2,2048,512,10,82,2,2,2,0.01,0,203266.3515002167,203128.01619864753,203266.3515002167,202949.99150548555
G2,2048,512,3,83,1,1,1,0.01,0,459374.90260570927,459415.74944755586,459374.90260570927,459182.6544652345
G2,2048,512,4,83,1,1,1,0.01,0,458711.990408365,458948.3607867935,458711.990408365,458348.44308481074
G2,2048,512,5,83,1,1,1,0.01,0,458192.3923324432,458318.4017354208,458192.3923324432,457723.0709256368
G2,2048,512,6,83,1,1,1,0.01,0,458424.23753764806,457909.6632860003,458424.23753764806,457175.7327008762
G2,2048,512,7,83,1,1,1,0.01,0,458129.5449456708,457449.46083176555,458129.5449456708,456624.38842341874
G2,2048,512,8,83,1,1,1,0.01,0,457600.9187833702,456779.7581888762,457600.9187833702,456166.4619247433
G2,2048,512,9,83,1,1,2,0.01,0,457147.49518713274,456132.44195599784,457147.49518713274,455720.32753082423
G2,2048,512,10,83,1,1,2,0.01,0,456698.90564714465,455650.92939863086,456698.90564714465,455306.31789660134
G2,2048,512,3,84,1,1,1,0.01,0,817216.2683066502,817359.2511488098,817216.2683066502,816951.1305373715
G2,2048,512,4,84,1,1,1,0.01,0,816053.9000439891,816138.3826749116,816053.9000439891,815536.1263806459
G2,2048,512,5,84,1,1,1,0.01,0,815134.785047923,815173.9836728622,815134.785047923,814427.8852052147
G2,2048,512,6,84,1,1,1,0.01,0,814276.2876822792,814573.4114303981,814276.2876822792,813346.850102924
G2,2048,512,7,84,1,1,1,0.01,0,813678.5323114849,813552.1094127421,813678.5323114849,812474.6673292329
G2,2048,512,8,84,1,1,1,0.01,0,812828.1395402772,812776.2577908396,812828.1395402772,811591.1939505885
G2,2048,512,9,84,1,1,2,0.01,0,811897.413330622,811494.4678798354,811897.413330622,810652.3044483052
G2,2048,512,10,84,2,2,2,0.01,0,810739.4024838761,810840.0352398737,810739.4024838761,810036.3142923696
G2,2048,512,3,85,1,1,1,0.01,0,1276626.282121694,1276777.7798997154,1276626.282121694,1276222.995284576
G2,2048,512,4,85,1,1,1,0.01,0,1275002.0342745436,1274846.2376833078,1275002.0342745436,1273996.531278758
G2,2048,512,5,85,1,1,1,0.01,0,1273769.1635600151,1273347.4724839092,1273769.1635600151,1272242.405977038
G2,2048,512,6,85,1,1,1,0.01,0,1272623.9896253613,1272195.0893199001,1272623.9896253613,1270610.0345027368
G2,2048,512,7,85,1,1,1,0.01,0,1271453.465545331,1270611.9283269276,1271453.465545331,1269243.9567271955
G2,2048,512,8,85,2,2,1,0.01,0,1269497.1737550618,1269507.597927875,1269497.1737550618,1267864.1569763634
G2,2048,512,9,85,2,2,2,0.01,0,1268128.7928277901,1267742.276193297,1268128.7928277901,1266570.5896781117
G2,2048,512,10,85,2,2,2,0.01,0,1266972.5505204904,1266529.7407131796,1266972.5505204904,1265536.9668880883
G2,2048,512,3,86,1,1,1,0.01,0,1833911.0997473537,1833853.7008124415,1833911.0997473537,1832993.2139024981
G2,2048,512,4,86,1,1,1,0.01,0,1831125.263116084,1831029.597223919,1831125.263116084,1829744.3814576692
G2,2048,512,5,86,1,1,1,0.01,0,1830139.6082956102,1828837.5026176493,1830139.6082956102,1827376.2605802605
G2,2048,512,6,86,1,1,1,0.01,0,1828116.1396439385,1826977.2302905137,1828116.1396439385,1825063.7767078006
G2,2048,512,7,86,1,1,1,0.01,0,1826148.737969793,1825282.81660773,1826148.737969793,1822904.047311907
G2,2048,512,8,86,1,1,1,0.01,0,1824119.10619108,1823911.8143272772,1824119.10619108,1820913.1125838072
G2,2048,512,9,86,2,2,2,0.01,0,1821689.2287541989,1821180.4575359747,1821689.2287541989,1819412.203022764
G2,2048,512,10,86,2,2,2,0.01,0,1820085.5526868338,1819581.822877095,1820085.5526868338,1817453.594039924
G2,2048,512,3,87,1,1,1,0.01,0,2507841.1558896014,2508104.4723756695,2507841.1558896014,2506837.6303191558
G2,2048,512,4,87,1,1,1,0.01,0,2504172.496038066,2505921.108667165,2504172.496038066,2502439.2023032075
G2,2048,512,5,87,1,1,1,0.01,0,2501196.7546646283,2502724.1565638864,2501196.7546646283,2499127.918593869
G2,2048,512,6,87,1,1,1,0.01,0,2498588.6610649633,2500140.431474413,2498588.6610649633,2495841.2545418222
G2,2048,512,7,87,1,1,1,0.01,0,2496589.4364386154,2497006.351007906,2496589.4364386154,2493004.7373424815
G2,2048,512,8,87,1,1,1,0.01,0,2493755.4479956543,2494345.1040716637,2493755.4479956543,2490333.501829791
G2,2048,512,9,87,1,1,2,0.01,0,2491231.0881104507,2490554.90453687,2491231.0881104507,2487816.990033497
G2,2048,512,10,87,2,2,2,0.01,0,2487809.2588180196,2488074.089672762,2487809.2588180196,2485571.8645777144
G2,2048,512,3,88,1,1,1,0.01,0,3268878.812737126,3268228.128935625,3268878.812737126,3267173.1575835315
G2,2048,512,4,88,1,1,1,0.01,0,3263955.04207797,3263427.5804740647,3263955.04207797,3261265.6376931267
G2,2048,512,5,88,1,1,1,0.01,0,3259897.023473757,3259408.939031947,3259897.023473757,3257056.7519972185
G2,2048,512,6,88,1,1,1,0.01,0,3256670.017709759,3256276.3663293105,3256670.017709759,3253158.422569407
G2,2048,512,7,88,1,1,1,0.01,0,3254402.453292144,3252960.5603738576,3254402.453292144,3249384.0075956634
G2,2048,512,8,88,1,1,1,0.01,0,3250531.0039622504,3250657.4356150543,3250531.0039622504,3245773.501690003
G2,2048,512,9,88,2,2,1,0.01,0,3245824.30072748,3247372.131881951,3245824.30072748,3242617.467190258
G2,2048,512,10,88,2,2,2,0.01,0,3243159.084869927,3243071.556543125,3243159.084869927,3239208.9958505603
G2,2048,512,3,89,1,1,1,0.01,0,4136472.70605941,4136009.766614646,4136472.70605941,4134539.9783266676
G2,2048,512,4,89,1,1,1,0.01,0,4130841.55255491,4130107.7402458396,4130841.55255491,4127095.8409620747
G2,2048,512,5,89,1,1,1,0.01,0,4126966.660670704,4125558.67704213,4126966.660670704,4121461.090033084
G2,2048,512,6,89,1,1,1,0.01,0,4122711.4357201485,4122439.8904102077,4122711.4357201485,4116168.969775432
G2,2048,512,7,89,1,1,1,0.01,0,4119551.7911095014,4118686.9515469223,4119551.7911095014,4111627.0643775584
G2,2048,512,8,89,1,1,1,0.01,0,4114550.578914929,4112894.051994324,4114550.578914929,4107272.496813868
G2,2048,512,9,89,1,1,2,0.01,0,4110211.692513922,4106368.1500947014,4110211.692513922,4103101.882438087
G2,2048,512,10,89,1,1,2,0.01,0,4106757.934412568,4103936.17033292,4106757.934412568,4099884.520861177
G2,2048,64,3,90,2,2,1,0.01,0,6324.910601085454,6332.993500854811,6324.910601085454,6317.095154866847
G2,2048,64,4,90,3,3,2,0.01,0,6280.289631958138,6287.349123007838,6280.289631958138,6267.060742235715
G2,2048,64,5,90,3,3,3,0.01,0,6248.171817595006,6253.74440559339,6248.171817595006,6229.044048499194
G2,2048,64,6,90,3,3,3,0.01,0,6224.7016518791725,6229.132781571676,6224.7016518791725,6196.4985347063985
G2,2048,64,7,90,4,4,4,0.01,0,6200.5430657897805,6191.60522854526,6200.5430657897805,6167.008226460065
