dataset_type,n,d,k,i,steps_vanilla,steps_speculation,steps_pp,subsample_size,seed,inertia_vanilla,inertia_pp,inertia_speculation,inertia_optimal
G2,2048,64,8,90,4,4,4,0.01,0,6169.274425587366,6160.1739624324355,6169.274425587366,6136.511001720471
G2,2048,64,9,90,5,5,4,0.01,0,6134.496501191552,6138.465424026766,6134.496501191552,6114.018258667955
G2,2048,64,10,90,5,5,4,0.01,0,6112.8021337656755,6113.692819219266,6112.8021337656755,6087.639254438375
G2,2048,64,3,91,2,2,1,0.01,0,637379.0271998729,637739.8622451505,637379.0271998729,636184.4487658503
G2,2048,64,4,91,1,1,2,0.01,0,633438.8823186315,633356.9976646956,633438.8823186315,631333.1215875044
G2,2048,64,5,91,2,2,3,0.01,0,630225.6532945167,629820.2246536164,630225.6532945167,627620.4939423369
G2,2048,64,6,91,3,3,4,0.01,0,627120.878084147,626157.0158845553,627120.878084147,624112.2834818955
G2,2048,64,7,91,4,4,3,0.01,0,624876.5542332239,624152.1647605111,624876.5542332239,621102.7778867987
G2,2048,64,8,91,4,4,4,0.01,0,621204.6507761742,622395.9391947319,621204.6507761742,618275.5901071317
G2,2048,64,9,91,4,4,4,0.01,0,618701.122605315,619232.4576270357,618701.122605315,616037.4889025979
G2,2048,64,10,91,5,5,5,0.01,0,615846.5136776562,615593.528103826,615846.5136776562,613329.6178373541
G2,2048,64,3,92,1,1,1,0.01,0,25484.475613633615,25507.30749236756,25484.475613633615,25454.85684794508
G2,2048,64,4,92,2,2,1,0.01,0,25310.024384824894,25390.84185677899,25310.024384824894,25260.30129775199
G2,2048,64,5,92,3,3,2,0.01,0,25170.0017927531,25219.228379601722,25170.0017927531,25108.002314895668
G2,2048,64,6,92,4,4,3,0.01,0,25054.405657642506,25102.165589614437,25054.405657642506,24966.931973092433
G2,2048,64,7,92,4,4,3,0.01,0,24962.784743198965,25012.378272403468,24962.784743198965,24848.42292586632
G2,2048,64,8,92,4,4,4,0.01,0,24835.936343198537,24843.266387294683,24835.936343198537,24738.162426277177
G2,2048,64,9,92,4,4,3,0.01,0,24737.45307297533,24777.113596196625,24737.45307297533,24642.849261158655
G2,2048,64,10,92,5,5,4,0.01,0,24628.877094563548,24690.391400234515,24628.877094563548,24543.085975057646
G2,2048,64,3,93,1,1,1,0.01,0,57192.82048193082,57189.02087087731,57192.82048193082,57081.91180997284
G2,2048,64,4,93,2,2,1,0.01,0,56794.78734796583,56945.67168396064,56794.78734796583,56620.37772751685
G2,2048,64,5,93,3,3,2,0.01,0,56474.54165800879,56516.361249025824,56474.54165800879,56295.486746211
G2,2048,64,6,93,3,3,3,0.01,0,56219.70695830539,56236.96012049586,56219.70695830539,55977.96395771063
G2,2048,64,7,93,4,4,3,0.01,0,56031.10360135857,56031.86743178259,56031.10360135857,55689.60517019045
G2,2048,64,8,93,4,4,4,0.01,0,55760.87669348416,55679.13390708692,55760.87669348416,55459.97288640734
G2,2048,64,9,93,4,4,4,0.01,0,55523.570813733924,55502.409567593146,55523.570813733924,55228.796970972006
G2,2048,64,10,93,5,5,4,0.01,0,55289.04959608473,55340.542572479666,55289.04959608473,55026.677641522736
G2,2048,64,3,94,1,1,1,0.01,0,101859.72558534317,101884.0512891731,101859.72558534317,101694.91646022214
G2,2048,64,4,94,2,2,2,0.01,0,101153.028534713,101178.63452616113,101153.028534713,100905.39073960611
G2,2048,64,5,94,3,3,3,0.01,0,100610.41064675545,100580.73315921857,100610.41064675545,100355.65404124185
G2,2048,64,6,94,3,3,3,0.01,0,100219.35158801661,100211.03004716037,100219.35158801661,99763.18540300864
G2,2048,64,7,94,3,3,3,0.01,0,100056.56372847731,99674.78121428067,100056.56372847731,99264.83681725845
G2,2048,64,8,94,3,3,4,0.01,0,99568.18940281439,99201.40367172653,99568.18940281439,98840.13424605111
G2,2048,64,9,94,4,4,4,0.01,0,99104.93070235904,98922.42063492916,99104.93070235904,98488.26960217254
G2,2048,64,10,94,4,4,4,0.01,0,98766.74778423668,98508.57808343973,98766.74778423668,98073.42086039613
G2,2048,64,3,95,1,1,1,0.01,0,158452.00047455865,158361.11759382812,158452.00047455865,158126.57042789133
G2,2048,64,4,95,2,2,2,0.01,0,157358.9596615614,157571.97968366824,157358.9596615614,156883.18291274228
G2,2048,64,5,95,3,3,2,0.01,0,156483.13199417753,156964.34471601894,156483.13199417753,156014.92869604047
G2,2048,64,6,95,3,3,2,0.01,0,155737.7188379441,156432.98696506032,155737.7188379441,155100.62650169584
G2,2048,64,7,95,3,3,3,0.01,0,155228.27194374043,155852.88732705306,155228.27194374043,154363.46755947944
G2,2048,64,8,95,3,3,4,0.01,0,154519.36254616216,154242.82343104898,154519.36254616216,153749.98677116673
G2,2048,64,9,95,4,4,4,0.01,0,153740.43200817768,153752.93986256706,153740.43200817768,153148.45325342735
G2,2048,64,10,95,4,4,4,0.01,0,153154.60164724293,153350.53163604657,153154.60164724293,152470.38381678215
G2,2048,64,3,96,2,2,1,0.01,0,227306.68284586188,227382.73624213913,227306.68284586188,226906.41283363552
G2,2048,64,4,96,3,3,1,0.01,0,225599.94445137054,226317.05398135242,225599.94445137054,225140.0144646803
G2,2048,64,5,96,3,3,3,0.01,0,224417.5208186672,224389.986821555,224417.5208186672,223771.6095066908
G2,2048,64,6,96,4,4,4,0.01,0,223353.38723819787,223162.6688112683,223353.38723819787,222465.69543933624
G2,2048,64,7,96,4,4,4,0.01,0,222510.02854048967,222154.3632512433,222510.02854048967,221419.43933475067
G2,2048,64,8,96,4,4,4,0.01,0,221366.5920775131,221347.54272821514,221366.5920775131,220391.9331474999
G2,2048,64,9,96,5,5,4,0.01,0,220259.4549513091,220519.01053488193,220259.4549513091,219565.8332567907
G2,2048,64,10,96,5,5,4,0.01,0,219471.11437450704,219729.4466521641,219471.11437450704,218728.73852491897
G2,2048,64,3,97,3,3,2,0.01,0,309578.6398041207,309744.51548670465,309578.6398041207,309058.8506562054
G2,2048,64,4,97,3,3,2,0.01,0,307421.4769142787,308291.2101780177,307421.4769142787,306665.24197366275
G2,2048,64,5,97,4,4,3,0.01,0,305756.4796630137,305961.87158923456,305756.4796630137,304904.24380767427
G2,2048,64,6,97,4,4,4,0.01,0,304448.15484984894,304228.4575602667,304448.15484984894,303162.26591279334
G2,2048,64,7,97,4,4,3,0.01,0,303572.1221564909,303098.8499944105,303572.1221564909,301658.63295300055
G2,2048,64,8,97,5,5,4,0.01,0,301811.6623148172,301563.23369233287,301811.6623148172,300269.2272389387
G2,2048,64,9,97,5,5,4,0.01,0,300544.9203863969,300293.7166903557,300544.9203863969,299165.9153541766
G2,2048,64,10,97,5,5,4,0.01,0,299444.91338063974,299264.0989675964,299444.91338063974,297992.9578946997
G2,2048,64,3,98,1,1,2,0.01,0,406080.78530702536,406323.2411839122,406080.78530702536,405432.9405004536
G2,2048,64,4,98,2,2,3,0.01,0,402989.99708870053,403937.0877169075,402989.99708870053,402264.7265468053
G2,2048,64,5,98,2,2,3,0.01,0,400952.47007444256,401148.7773535636,400952.47007444256,399951.7417671153
G2,2048,64,6,98,2,2,4,0.01,0,399577.0152774063,399137.94946497685,399577.0152774063,397700.74083206523
G2,2048,64,7,98,3,3,4,0.01,0,397855.7752856583,397354.1743583708,397855.7752856583,395748.88697341667
G2,2048,64,8,98,4,4,5,0.01,0,395438.94292082445,396386.92923179036,395438.94292082445,394326.8877804327
G2,2048,64,9,98,4,4,4,0.01,0,393864.2494502575,394526.4115673142,393864.2494502575,392440.1463093946
G2,2048,64,10,98,4,4,4,0.01,0,392537.72492679383,392771.02148931066,392537.72492679383,390696.7311535974
G2,2048,64,3,99,1,1,2,0.01,0,516912.4186027681,516717.7134805356,516912.4186027681,515964.9580432807
G2,2048,64,4,99,2,2,2,0.01,0,513493.6888464029,514035.44256572437,513493.6888464029,512059.02314833907
G2,2048,64,5,99,3,3,3,0.01,0,510550.8745697179,510007.17140062276,510550.8745697179,508924.19667594065
G2,2048,64,6,99,3,3,4,0.01,0,508727.02074848197,506949.2048808591,508727.02074848197,506124.65594892006
G2,2048,64,7,99,4,4,4,0.01,0,506435.7463833938,504876.9468732312,506435.7463833938,503662.3778400325
G2,2048,64,8,99,4,4,3,0.01,0,503386.51870889904,503485.95375576976,503386.51870889904,501432.3113115093
G2,2048,64,9,99,4,4,3,0.01,0,501192.8353887316,501905.7010581108,501192.8353887316,499448.75225057383
G2,2048,64,10,99,5,5,4,0.01,0,498940.4278562011,499886.32026390836,498940.4278562011,497456.4186692145
G2,2048,8,3,100,2,2,1,0.01,0,764.0437139547222,765.7954198539475,764.0437139547222,759.1767224661123
G2,2048,8,4,100,8,8,4,0.01,0,726.987544717382,728.710132996654,726.987544717382,721.0064360756805
G2,2048,8,5,100,9,9,5,0.01,0,702.7324856883561,706.7511812233308,702.7324856883561,695.960963562711
G2,2048,8,6,100,7,7,5,0.01,0,687.0855232256056,681.3411936262233,687.0855232256056,671.6376047177699
G2,2048,8,7,100,7,7,8,0.01,0,670.1577604611,659.7946252140624,670.1577604611,651.8201963652912
G2,2048,8,8,100,6,6,6,0.01,0,644.144502397486,645.1828233281465,644.144502397486,632.7090485045537
G2,2048,8,9,100,6,6,8,0.01,0,625.1217318310249,625.7065272765593,625.1217318310249,616.3561559740879
G2,2048,8,10,100,6,6,8,0.01,0,610.843195415136,609.2207124130493,610.843195415136,602.3053199370097
G2,2048,8,3,101,3,3,4,0.01,0,76011.46845445345,75931.04815144726,76011.46845445345,75470.8724281415
G2,2048,8,4,101,3,3,4,0.01,0,72850.7539344822,72433.4694527809,72850.7539344822,71659.5967531424
G2,2048,8,5,101,10,10,4,0.01,0,69730.72372826327,69980.82518562756,69730.72372826327,69022.87852357514
G2,2048,8,6,101,10,10,5,0.01,0,67387.19686175167,67226.87037070845,67387.19686175167,66624.83875758584
G2,2048,8,7,101,9,9,8,0.01,0,65353.15204576169,65006.44979232183,65353.15204576169,64533.66380658695
G2,2048,8,8,101,9,9,9,0.01,0,63331.43503653054,63319.26153670839,63331.43503653054,62576.26394214551
G2,2048,8,9,101,8,8,10,0.01,0,61844.045721283226,61736.63065538666,61844.045721283226,60968.196524086394
G2,2048,8,10,101,12,12,7,0.01,0,60410.26669166123,60745.56213167278,60410.26669166123,59470.39379231507
G2,2048,8,3,102,2,2,3,0.01,0,3051.1024476375846,3055.2868468627626,3051.1024476375846,3039.0796894606046
G2,2048,8,4,102,5,5,5,0.01,0,2911.1598880942865,2952.2447997684667,2911.1598880942865,2892.6640831082573
G2,2048,8,5,102,6,6,6,0.01,0,2808.898595083447,2813.056797453678,2808.898595083447,2789.4996346185453
G2,2048,8,6,102,6,6,9,0.01,0,2736.0810779788676,2733.4978469316957,2736.0810779788676,2689.5359048486894
G2,2048,8,7,102,7,7,8,0.01,0,2682.7586623395805,2636.3585267068074,2682.7586623395805,2608.908236718403
G2,2048,8,8,102,6,6,5,0.01,0,2594.6871529990526,2592.8550561909574,2594.6871529990526,2533.202021559113
G2,2048,8,9,102,8,8,6,0.01,0,2513.7780349369364,2520.2688628014116,2513.7780349369364,2473.164607236056
G2,2048,8,10,102,8,8,8,0.01,0,2450.1318378005494,2462.7208710606483,2450.1318378005494,2418.0190947583296
G2,2048,8,3,103,5,5,3,0.01,0,6861.715799011122,6877.274585099702,6861.715799011122,6827.758494589605
G2,2048,8,4,103,5,5,3,0.01,0,6558.927288850122,6632.4725359111235,6558.927288850122,6505.459120593854
G2,2048,8,5,103,5,5,3,0.01,0,6337.54718976693,6321.970531625073,6337.54718976693,6278.459875688146
G2,2048,8,6,103,5,5,5,0.01,0,6170.502030901112,6112.812437508952,6170.502030901112,6055.293735281119
G2,2048,8,7,103,5,5,5,0.01,0,6037.825560467605,5942.123732567397,6037.825560467605,5883.083163467751
G2,2048,8,8,103,8,8,6,0.01,0,5817.337118069213,5774.707152976538,5817.337118069213,5711.618371837645
G2,2048,8,9,103,8,8,6,0.01,0,5641.468711342709,5633.448443484871,5641.468711342709,5567.003808824396
G2,2048,8,10,103,9,9,7,0.01,0,5511.978399732031,5518.481559943133,5511.978399732031,5429.872576805001
G2,2048,8,3,104,2,2,4,0.01,0,12325.750046143481,12295.559272905604,12325.750046143481,12247.094552332639
G2,2048,8,4,104,8,8,5,0.01,0,11687.516843966336,11892.073307477,11687.516843966336,11654.056851149558
G2,2048,8,5,104,9,9,7,0.01,0,11312.158618737296,11327.7862383129,11312.158618737296,11234.141574389343
G2,2048,8,6,104,7,7,7,0.01,0,11060.516128890096,10940.734388396013,11060.516128890096,10834.71786436127
G2,2048,8,7,104,7,7,6,0.01,0,10836.594898111265,10644.361044085726,10836.594898111265,10510.043399850494
G2,2048,8,8,104,9,9,9,0.01,0,10402.520106615957,10311.89804732384,10402.520106615957,10224.46930311561
G2,2048,8,9,104,8,8,9,0.01,0,10104.673110273243,10072.459944589053,10104.673110273243,9956.454389470488
G2,2048,8,10,104,8,8,8,0.01,0,9874.267866788698,9858.882619746502,9874.267866788698,9732.808118509718
G2,2048,8,3,105,6,6,4,0.01,0,18982.52090174001,18986.286879964035,18982.52090174001,18865.95347941147
G2,2048,8,4,105,7,7,4,0.01,0,18066.88755203959,18351.796506385257,18066.88755203959,17979.880900353586
G2,2048,8,5,105,8,8,7,0.01,0,17495.77174858415,17480.12163996748,17495.77174858415,17345.05168630945
G2,2048,8,6,105,7,7,8,0.01,0,16907.668407721038,17030.298955871487,16907.668407721038,16728.906133107215
G2,2048,8,7,105,7,7,11,0.01,0,16480.93625112037,16569.080501952532,16480.93625112037,16228.560133972413
G2,2048,8,8,105,8,8,5,0.01,0,15961.975977206548,16125.145645157767,15961.975977206548,15767.840328339937
G2,2048,8,9,105,10,10,14,0.01,0,15587.25620137823,15510.31626905394,15587.25620137823,15355.563510772743
G2,2048,8,10,105,11,11,11,0.01,0,15200.243444311976,15155.367431901588,15200.243444311976,14977.183613424091
G2,2048,8,3,106,3,3,3,0.01,0,27608.90294788021,27565.067856824593,27608.90294788021,27310.491601962352
G2,2048,8,4,106,8,8,4,0.01,0,26194.74796341061,26360.860161476736,26194.74796341061,26026.898383130272
G2,2048,8,5,106,8,8,5,0.01,0,25393.841702955404,25501.98043360288,25393.841702955404,25120.2373379971
G2,2048,8,6,106,8,8,9,0.01,0,24644.04352368352,24736.311996470173,24644.04352368352,24281.417744482835
G2,2048,8,7,106,8,8,7,0.01,0,24146.091699098793,24078.77223871222,24146.091699098793,23543.56331433028
G2,2048,8,8,106,7,7,11,0.01,0,23375.87063524571,23226.550470054306,23375.87063524571,22900.6210716649
G2,2048,8,9,106,8,8,11,0.01,0,22652.264202287566,22505.701195323407,22652.264202287566,22313.617228786887
G2,2048,8,10,106,7,7,7,0.01,0,22071.843594462225,21996.949135253184,22071.843594462225,21811.59230193996
G2,2048,8,3,107,5,5,2,0.01,0,37476.97843272034,37416.77598145878,37476.97843272034,37345.104019287006
G2,2048,8,4,107,7,7,3,0.01,0,35771.53363056597,35761.11209895467,35771.53363056597,35534.85038210223
G2,2048,8,5,107,6,6,5,0.01,0,34669.95821102709,34496.863711595644,34669.95821102709,34154.42840544902
G2,2048,8,6,107,12,12,7,0.01,0,33458.6506734991,33462.82972895668,33458.6506734991,32939.13914538172
G2,2048,8,7,107,15,15,6,0.01,0,32398.225268146496,32432.48071703552,32398.225268146496,31855.39963307939
G2,2048,8,8,107,9,9,4,0.01,0,31631.69318523094,31631.200079629674,31631.69318523094,30984.501575872135
G2,2048,8,9,107,9,9,6,0.01,0,30775.979476176126,30939.390240130204,30775.979476176126,30066.90624182896
G2,2048,8,10,107,7,7,14,0.01,0,30054.36448344794,29930.51973331222,30054.36448344794,29442.100497953383
G2,2048,8,3,108,6,6,5,0.01,0,47274.17038767099,47035.94718964389,47274.17038767099,46940.08977334779
G2,2048,8,4,108,9,9,6,0.01,0,45281.015487495766,44961.42766327482,45281.015487495766,44869.772782420136
G2,2048,8,5,108,8,8,8,0.01,0,43443.15257666123,43422.70896435517,43443.15257666123,43046.3759389421
G2,2048,8,6,108,7,7,13,0.01,0,42271.34014018769,41955.81063566384,42271.34014018769,41509.32436702143
G2,2048,8,7,108,11,11,8,0.01,0,40784.04479844765,40985.89399184284,40784.04479844765,40196.29893242311
G2,2048,8,8,108,10,10,13,0.01,0,39618.46530010259,39231.028761825386,39618.46530010259,38998.05968108839
G2,2048,8,9,108,8,8,12,0.01,0,38497.58165590353,38410.35439494278,38497.58165590353,38025.34526335758
G2,2048,8,10,108,8,8,9,0.01,0,37640.05361667511,37513.511211002864,37640.05361667511,37042.21838345064
G2,2048,8,3,109,4,4,2,0.01,0,61019.207207428044,61036.941251549106,61019.207207428044,60688.12933178151
G2,2048,8,4,109,9,9,3,0.01,0,58121.89809963254,58268.21738079907,58121.89809963254,57835.95960505706
G2,2048,8,5,109,10,10,7,0.01,0,55888.722226967395,56098.870095797116,55888.722226967395,55541.97137814688
G2,2048,8,6,109,7,7,7,0.01,0,54378.05096167448,54466.35385441074,54378.05096167448,53715.09835505295
G2,2048,8,7,109,7,7,7,0.01,0,52849.03421650885,52754.04367665045,52849.03421650885,52077.78234329527
G2,2048,8,8,109,9,9,7,0.01,0,51043.48156137128,51471.329627752304,51043.48156137128,50583.261307841065
G2,2048,8,9,109,9,9,10,0.01,0,50053.78835273379,50025.03136374854,50053.78835273379,49213.43284299482
G2,2048,8,10,109,11,11,6,0.01,0,48808.56658202964,48995.72897274209,48808.56658202964,48112.969612451045
Birtch,100000,2,3,0,4,2,3,0.01,0,56005605494.87602,55954043803.19925,56340983301.33776,55939408057.15117
Birtch,100000,2,4,0,6,2,5,0.01,0,34945242530.10032,34945599024.14498,34945261416.39139,34945010273.689026
Birtch,100000,2,5,0,6,2,9,0.01,0,29995831090.691326,29974227600.65168,29952620396.52923,29656189987.25189
Birtch,100000,2,6,0,5,2,9,0.01,0,25388795246.6394,25837058802.65386,25399796901.18359,25299372986.99791
Birtch,100000,2,7,0,10,5,14,0.01,0,21717000398.254734,21547953039.469128,21569221057.755985,21294602593.30118
Birtch,100000,2,8,0,27,4,8,0.01,0,18318652329.91821,18479691095.139633,18112876272.792854,18040702690.472355
Birtch,100000,2,9,0,33,4,6,0.01,0,15716823354.138205,15721197805.351107,15723926548.03244,15680450073.4624
Birtch,100000,2,10,0,31,4,6,0.01,0,14459266854.55932,14446343245.154238,14465635863.680607,14379072949.771578
Birtch,100000,2,3,1,4,2,3,0.01,0,9084676026.752508,9088420937.795195,9063921253.197872,9063919809.864447
Birtch,100000,2,4,1,6,3,13,0.01,0,5437449136.421795,5437124174.367742,5435755137.712145,5425390944.595872
Birtch,100000,2,5,1,19,3,7,0.01,0,3732667816.581688,3711586066.4501014,3689822689.3383927,3689822520.294189
Birtch,100000,2,6,1,6,8,10,0.01,0,2755316847.834779,2771301203.0981517,2687861773.1455407,2676484049.561556
Birtch,100000,2,7,1,8,2,11,0.01,0,1967853111.5142555,1993326343.5388088,1968092647.0939298,1967423660.1868494
Birtch,100000,2,8,1,9,3,7,0.01,0,1317125915.1516793,1317085393.9769607,1316932669.3156118,1316882429.626065
Birtch,100000,2,9,1,11,4,7,0.01,0,1170897237.05562,1154589480.2644062,1150317291.2679691,1147987279.3010724
Birtch,100000,2,10,1,11,3,8,0.01,0,1019735034.7215626,1004126105.9634057,998531800.2583222,986717475.5842232
Birtch,100000,2,3,2,9,2,12,0.01,0,37582311673.00134,37596894462.80463,37582313836.9174,37582306336.6598
Birtch,100000,2,4,2,8,4,5,0.01,0,25994056418.2951,26024809472.489,25925943428.7557,25900929533.416237
Birtch,100000,2,5,2,7,2,12,0.01,0,22057518304.44385,21233937029.536568,20999948093.17344,20763008903.27426
Birtch,100000,2,6,2,10,4,7,0.01,0,17990813567.75304,17722068013.53186,17118294441.370323,16880909660.650023
Birtch,100000,2,7,2,10,6,4,0.01,0,14632849964.025675,14550898766.744196,13708162708.404505,13707758797.306892
Birtch,100000,2,8,2,5,5,3,0.01,0,13480252981.738932,12496891357.412903,11555528966.47113,11555512382.877567
Birtch,100000,2,9,2,5,5,4,0.01,0,11936290754.25403,9768048736.67427,9669378287.636992,9647362025.824575
Birtch,100000,2,10,2,5,5,5,0.01,0,11099285347.959864,8817294633.577536,8863446612.24665,8525584770.730162
DIM,1024,32,3,0,2,2,1,0.01,0,69727.57718022664,70259.22318929037,69727.57718022664,69123.90157368979
DIM,1024,32,4,0,2,2,1,0.01,0,63393.17487970988,61604.93270568848,63393.17487970988,61093.940476989745
DIM,1024,32,5,0,2,2,1,0.01,0,57766.75693283082,54701.41522979736,57766.75693283082,53160.215171813965
DIM,1024,32,6,0,1,1,1,0.01,0,52746.85816345215,49165.700731913246,52746.85816345215,46558.353387196854
DIM,1024,32,7,0,1,1,1,0.01,0,46489.3487004598,41737.86361440022,46489.3487004598,40171.582958221436
DIM,1024,32,8,0,1,1,1,0.01,0,39397.85330352784,34044.74706013998,39397.85330352784,33903.29347991943
DIM,1024,32,9,0,1,1,1,0.01,0,35861.469560241705,28840.63171132406,35861.469560241705,28501.965367635094
DIM,1024,32,10,0,1,1,1,0.01,0,34149.04032592774,23297.850018819176,34149.04032592774,22764.48149871826
DIM,1024,64,3,1,1,1,1,0.01,0,142661.45318094888,138605.85913118633,142661.45318094888,137663.40496228536
DIM,1024,64,4,1,1,1,1,0.01,0,127383.0887425014,122687.71997426351,127383.0887425014,122599.13494389852
DIM,1024,64,5,1,1,1,1,0.01,0,114489.47422790527,107330.71332804361,114489.47422790527,107330.71332804361
DIM,1024,64,6,1,1,1,1,0.01,0,114488.40091434601,99248.33007558188,114488.40091434601,97660.18991216023
DIM,1024,64,7,1,1,1,1,0.01,0,101690.90843692902,88551.6427078247,101690.90843692902,84204.03780619302
DIM,1024,64,8,1,1,1,1,0.01,0,90377.71553913239,78324.5075302124,90377.71553913239,73365.50997924805
DIM,1024,64,9,1,1,1,1,0.01,0,81377.7770511258,69145.86365509033,81377.7770511258,62122.71527608235
DIM,1024,64,10,1,1,1,1,0.01,0,68276.37696313346,58198.73929341634,68276.37696313346,51364.631009419754
DIM,1024,128,3,2,1,1,1,0.01,0,291319.544347975,290479.61260681157,291319.544347975,287146.6309814453
DIM,1024,128,4,2,1,1,1,0.01,0,264158.5522549947,263103.30373552116,264158.5522549947,259199.43103637698
DIM,1024,128,5,2,1,1,1,0.01,0,240243.73388671875,238367.61511484784,240243.73388671875,235447.39074859617
DIM,1024,128,6,2,1,1,1,0.01,0,240243.1888800727,214974.34976298013,240243.1888800727,209900.3645825704
DIM,1024,128,7,2,1,1,1,0.01,0,216566.76721767848,188740.92085520425,216566.76721767848,185511.0937769572
DIM,1024,128,8,2,1,1,1,0.01,0,189168.04206610785,166389.38584391275,189168.04206610785,161987.40973917642
DIM,1024,128,9,2,1,1,1,0.01,0,169025.1841094123,141831.03634134927,169025.1841094123,137867.05174763995
DIM,1024,128,10,2,1,1,1,0.01,0,148351.8979015774,120436.96875,148351.8979015774,114591.41255187988
DIM,1024,256,3,3,1,1,1,0.01,0,609072.4067943997,602905.8322113885,609072.4067943997,598546.5367194281
DIM,1024,256,4,3,1,1,1,0.01,0,551348.4545923143,547780.3318420411,551348.4545923143,547780.331842041
DIM,1024,256,5,3,1,1,1,0.01,0,506146.51873474126,494832.84256184904,506146.51873474126,494832.842561849
DIM,1024,256,6,3,1,1,1,0.01,0,459269.20721130376,443314.0725219727,459269.20721130376,443314.0725219727
DIM,1024,256,7,3,1,1,1,0.01,0,409083.8089650473,395679.09535217285,409083.8089650473,395679.09535217285
DIM,1024,256,8,3,1,1,1,0.01,0,358909.87140401214,351835.8478953045,358909.87140401214,349986.0236028036
DIM,1024,256,9,3,1,1,1,0.01,0,310150.1044082642,302607.5646438599,310150.1044082642,298058.31533813477
DIM,1024,256,10,3,1,1,1,0.01,0,261611.34543609625,257683.89734649664,261611.34543609625,253855.30615997317
DIM,1024,512,3,4,1,1,1,0.01,0,1219136.8149181544,1212583.1601867676,1219136.8149181544,1204353.1245840706
DIM,1024,512,4,4,1,1,1,0.01,0,1127560.3440039498,1115543.3107766816,1127560.3440039498,1097924.9135589595
DIM,1024,512,5,4,1,1,1,0.01,0,1022705.0420811973,1012975.6832021078,1022705.0420811973,999452.9078129355
DIM,1024,512,6,4,1,1,1,0.01,0,935961.7069753013,919859.1251093545,935961.7069753013,898718.3046747837
DIM,1024,512,7,4,1,1,1,0.01,0,928762.8882249501,817038.1764537266,928762.8882249501,799166.7840614317
DIM,1024,512,8,4,1,1,1,0.01,0,817042.9993496242,710218.129322815,817042.9993496242,702487.587295532
DIM,1024,512,9,4,1,1,1,0.01,0,731586.6831061346,616933.8604400635,731586.6831061346,609672.4977671301
DIM,1024,512,10,4,1,1,1,0.01,0,636147.4015713041,530190.5253341675,636147.4015713041,517626.8474985757
DIM,1024,1024,3,5,1,1,1,0.01,0,2480876.632405199,2467281.910514014,2480876.632405199,2448889.3959299726
DIM,1024,1024,4,5,1,1,1,0.01,0,2258544.039718628,2265865.3086456303,2258544.039718628,2242772.915842184
DIM,1024,1024,5,5,1,1,1,0.01,0,2067100.9868128463,2062546.4936261508,2067100.9868128463,2036211.9136823022
DIM,1024,1024,6,5,1,1,1,0.01,0,1878053.627615866,1877086.087429556,1878053.627615866,1836280.2540473952
DIM,1024,1024,7,5,1,1,1,0.01,0,1676555.6397850038,1678932.8733131408,1676555.6397850038,1641006.1667035427
DIM,1024,1024,8,5,1,1,1,0.01,0,1671882.011138856,1460185.0274709072,1671882.011138856,1450630.1229553241
DIM,1024,1024,9,5,1,1,1,0.01,0,1671881.4804518034,1274693.7192357387,1671881.4804518034,1264853.0412724824
DIM,1024,1024,10,5,1,2,1,0.01,0,1492518.5227033903,1092370.5196304321,1133523.4078559875,1077867.0767415375
Unbalance,6500,2,3,0,1,1,1,0.01,0,618874265.5979781,617162201.3227762,618874265.5979781,617162201.3227762
Unbalance,6500,2,4,0,3,1,1,0.01,0,341600331.0765882,341600331.0765882,341600331.0765882,341600331.0765882
Unbalance,6500,2,5,0,2,2,3,0.01,0,339465979.1334234,211252082.51456836,339496944.4999195,204551203.39264506
Unbalance,6500,2,6,0,2,2,5,0.01,0,337532130.36563396,135178288.7264041,337591099.6351127,133652309.41383155
Unbalance,6500,2,7,0,2,2,5,0.01,0,336645703.22454333,70066713.70112415,336628316.3060942,69534014.60673524
Unbalance,6500,2,8,0,2,2,1,0.01,0,335875512.81289613,32998778.899643537,335886156.2024636,32998778.899643537
Unbalance,6500,2,9,0,2,2,7,0.01,0,333702401.8482631,31966859.830701727,333871831.9086896,30752932.440796316
Unbalance,6500,2,10,0,2,2,7,0.01,0,332492070.5999009,29830879.470178038,333320613.0880317,28614310.461399034
